,Teen births raw value
2330,45.37671232899999
1530,36.041980677
2678,30.579490689
1872,16.061019472
1514,26.548672566
3099,17.941952507
1762,35.087719298
1490,36.51953001
1171,44.615835205
2980,8.0064051241
2030,30.579490689
2665,32.997481108
2178,59.309079792
2328,40.437998271
2387,33.333333333
405,55.088702148
757,32.335329341
2605,52.408681842
2295,10.049474335
2063,6.9214762896
97,36.513720532
1333,13.929193267999999
2505,40.181672455
743,39.834728255
806,30.192131747
2903,11.03565365
2073,27.802838595999997
2622,42.322345536
1535,54.329147389
2452,38.105318867
2213,28.667331941999997
2459,44.774944917
148,39.435248296
1971,48.435640792
2302,20.33271719
2561,28.75399361
1315,12.057856673
692,30.801315473
818,17.986855759
1728,30.579490689
1386,11.843876178
1845,28.294332236
2397,30.579490689
2159,64.95726495699999
1599,85.144388211
2477,40.934371524
2577,75.697211155
701,39.682539683
1499,22.024367385
2786,33.918128655
921,44.075829384
1424,38.680318544
1708,16.703627333
905,36.606560939
454,32.60650111
2250,26.584867076
2426,28.65448505
2420,30.579490689
2232,30.135088327
167,49.704142012
730,40.343689541
2269,34.885077587
1310,30.678431602
2414,30.579490689
26,47.993807251
2092,28.343200065
1897,36.220472441
1652,30.579490689
1622,24.229862054
587,28.658125421
1401,50.941850941999995
997,48.068576389
1176,50.0
1700,14.218009479000001
1040,65.796728543
33,36.264991433
2010,30.579490689
2484,31.243897676
1379,11.18140356
41,25.600505689
1876,25.239107333000003
1991,13.20754717
2869,16.579406632
2775,78.876678877
2272,29.199475065999998
2011,30.579490689
1992,94.070695553
609,16.806247171
1132,55.232182124
28,42.693926639
441,34.068627451
665,19.579951468
2271,24.518495873000003
493,28.694607393
1258,18.068294839
1301,20.346320346
2663,36.758563074
2481,39.353478566
1382,14.707394837
1304,23.631664158000003
236,23.297806747
551,14.219191751
520,45.021961933
2329,33.665105386
1232,16.282225237000002
1138,32.568208204
1905,21.94696151
720,24.814814815
735,32.496307238
2783,43.674995081999995
1750,36.310649023
58,15.588382993
631,24.485036922
1181,17.275470913
2315,5.7831678095
592,33.636021708
1303,28.341687552
1387,22.609340252
2743,40.404606461
2759,23.308668076
2871,47.872340426
2341,29.775489624000002
939,27.020357804
2923,26.742301459
1249,11.276208375
904,30.579490689
2668,52.832063597
1279,19.138755981
2749,28.288285302
3015,73.64016736399999
3046,44.708029196999995
2503,55.372581309
2585,63.037249284
1142,46.02917342
2497,40.810502283000005
706,33.535266119
2770,61.475409836000004
1022,40.640856981999995
745,38.519061438
1546,27.66377869
1939,19.102125762
2473,48.654244306
2148,44.622044622
2069,34.642377184000004
513,39.687811358
81,96.399099775
2791,4.375
1308,21.427704261
2737,50.537634409
914,13.118062563
1404,43.788437884
1647,14.221556885999998
2893,41.46463802
1108,57.56097561
150,35.834738617
2858,22.93064877
774,34.151034151
329,19.941526364
6,42.14559387
2001,27.855153203
943,25.739764897
822,20.517144463
734,34.826844062
909,14.864864865
468,48.532731377
181,51.690507152
164,77.5390625
1523,42.761148442
451,54.000361206
1311,7.354085959500001
1111,70.163004961
1287,31.430404105
327,24.788632641
1790,24.112231476999998
2785,23.457862728000002
2007,13.809573253
1858,12.650019907999999
312,14.78671629
832,24.727110715
1201,37.588775333
2430,49.92
3095,16.602949208
2439,25.284450063
1481,49.882168107
777,30.284675954
799,34.818420067
54,18.925786384
1920,40.067032297
2711,73.11827957
2956,27.359118697
1701,28.747433265
2941,9.3959731544
987,30.579490689
2263,21.044755179000003
1394,14.09159537
768,46.62004662
2782,14.480636358
285,42.63138552
3053,20.538243626
428,26.826608506
2079,32.632919451999996
722,35.269993165
951,27.297543221
989,30.579490689
2927,15.947737535
2310,22.687153347
326,45.737285035
1383,8.486985625900001
1724,29.592929834
1086,36.60130719
341,36.685369012
147,56.59025788
2761,25.691291786999997
1107,27.017783858
848,15.980823012
966,24.734982332
2584,51.338199513
661,8.837337752
1002,45.639597172
2457,33.866350115
3032,48.410197651000004
2784,20.438498699
1879,11.522567657
2952,29.228193028000003
1203,28.343516633000004
1990,30.579490689
24,42.365852102
3083,15.626070866
2130,30.059271804
3023,39.419087137
2415,30.579490689
875,25.0
2826,11.222301644000002
938,30.579490689
2630,57.101744853999996
3112,20.632737276
385,35.569517633
2631,39.128281326999996
2308,14.214460317
2463,43.971076803
936,15.873015873
2705,44.500723588999996
3062,19.717102442999998
1332,10.610684536
1934,28.624798061
935,19.78021978
566,38.356604076
1854,12.229255479
2545,30.579490689
1645,14.418125644000002
2226,26.657552973
1792,6.2355931202
1430,33.792
2437,34.106537085999996
1013,60.64516129
1928,24.575775306999997
3089,14.806838067000001
126,38.412849118
2881,14.264990329000002
1347,29.297564419
355,12.064150478
827,18.510356985
1639,36.372007366
984,25.882352941
362,18.396674256
345,23.198509526
2163,55.003548616
2666,35.921205098
711,20.684798873
2166,57.765876051999996
10,49.344978166
2534,40.638606676
2116,27.324343505999998
1834,26.590950063
793,19.230769231
2898,18.079800499
94,30.579490689
129,50.93422063
2353,34.873779418000005
3042,53.952321205
1900,22.157914748000003
2902,42.398839271
1932,26.93832456
2256,22.08599261
1865,24.141469008
1658,30.579490689
516,35.885167464
1857,7.6518914788
1277,7.103677726799999
950,39.179351423
1120,32.564292105999996
419,17.75591864
922,18.518518519
2975,35.399836616
477,22.655298417
2035,30.579490689
2288,12.338287180999998
1692,30.579490689
3119,11.325129302999999
1471,36.049026676
1202,11.656609984000001
1669,33.789954338
2909,27.626863946
1970,37.406123628
2151,46.407853636999995
820,27.241770715
1997,21.276595745
3004,39.011077219
1248,39.308176101
2992,31.601123596
2190,14.699847032000001
2741,75.073313783
1046,50.481776288
1888,13.920240782999999
615,20.98540146
1318,17.666497204000002
3021,67.997367844
2136,53.975903613999996
2580,70.357142857
1772,9.4817175013
3090,21.889400921999997
131,52.949538024
77,17.046248428
2052,24.278963663000003
724,35.357981221
1314,17.090770984000002
1851,19.939059629000003
2412,88.397790055
2608,32.512116317
1372,17.632241814
1855,17.947717519
1319,17.167381974
3010,18.780059547
2282,24.21313328
375,23.741118585
1908,19.968514375999998
333,44.254658385
2367,20.765881434
2417,30.579490689
1604,36.262290975
1118,45.248313918
2963,44.995531725
1943,39.832958561
2377,21.877205363
2645,43.865924516999996
1342,24.049650892
320,13.990766863
1619,13.926499032999999
2566,36.734693878
2060,28.179214181
2219,19.011406844
1673,13.533834586
1942,39.034296029000004
260,34.449964892
2470,37.459283388
2039,32.50222618
689,23.191415715
901,25.175644028
2026,15.138772077
138,53.545129392
1917,19.66056125
1828,12.027287205
1573,56.544502618
319,30.530998935
653,22.288414133
2137,49.095090491
2438,28.072577884
558,8.7897227857
2187,27.865859518
112,49.06749556
531,52.254456484
224,26.216748611
723,28.811830699
2547,38.163001294000004
3036,43.312101911000006
1433,46.511627907
2578,73.659398939
2513,33.642691415
1458,51.983584131
2833,39.839639188
846,27.151051625
193,44.013069383
1464,45.415595544
946,24.040920716
2021,30.579490689
1629,14.304492384000001
117,30.864197531
645,44.128646223
1870,12.205531735
3,45.454545455
74,27.902878402
1755,8.064516129
467,47.619047619
5,54.593175853
1246,25.778732546
919,30.579490689
228,13.044715132
1063,45.885540129
242,10.923902981
2525,45.806266718
1160,29.73727264
2637,59.670781893000004
1526,24.064171123
1605,30.579490689
3129,32.373366013
2443,43.705836168999994
2669,52.855924978999994
1989,38.941736029
2468,45.92860008
1975,32.750255363
1761,27.932601612
1305,37.366678926
1541,35.640138408
622,48.892759393
2429,42.637862422
1493,44.76605457
110,44.882558622
2275,12.169350725
2380,14.606741572999999
1169,39.480558251
2581,81.88976378
232,27.891320029
66,44.988953605
2839,32.501889645
2072,34.206180703
2192,36.816343903
536,50.248874141
125,47.344110855
2133,54.33609211899999
1254,15.560314061
2606,29.434708718000003
1976,61.918511388999995
2582,45.085662758999995
2442,56.969346443
2075,26.909168261999998
484,43.454038997
1654,26.572187776999996
2806,8.5129505524
2381,82.48655110600001
2674,36.36168998
1774,20.464308123
918,67.514380866
1646,30.579490689
1026,21.20522182
1030,54.290718039
882,26.288240084
1335,18.027210884000002
2334,29.747832939000002
364,26.141649741
2125,11.67122871
27,42.264321155
473,47.516401125
525,16.483516484
725,7.3051948052
55,42.235337514
638,27.922385234
302,24.719101124
2828,26.159334125999997
1276,25.783007441
2764,35.003977725
624,34.161490683
2055,24.007941088000003
1280,14.902366652000001
1049,28.225806451999997
336,20.999236391
47,48.367296833
106,27.123938298
1079,50.043898156000004
2286,21.869688385
2261,16.296809986
1144,34.555387349
2592,29.691916673
2296,37.463126844
1836,28.106095859
1753,41.592242919
1101,41.240262716
1968,32.245969254
523,43.373077588
2280,25.66255576
1428,66.666666667
3103,18.587643788
603,39.631988677
1489,35.561877667
2467,44.090215363999995
60,35.941156804
2882,42.704626335
671,44.866264021
92,18.266978923
666,37.062839627
1887,9.7264069788
280,39.93344426
1719,24.419297201
359,31.915062449
899,33.632286996
1935,28.931875526
1994,15.082956259000001
2428,36.618942731
760,16.607058
2158,65.839694656
2750,50.6592644
42,36.201022147
2173,49.247606018999996
204,21.482461287
1473,50.252073508
2100,34.66490591
68,15.220700152
1875,11.431184271
2495,41.042345276999995
2231,28.761770545999997
137,34.97212367
796,18.680899733
2180,41.505451987
2128,31.523642732
758,45.639534884
541,42.777977116
1019,55.45112782
2404,19.247594051
165,35.905271199
248,43.541364296
1331,24.473203916
2017,23.555804823000003
446,23.983936973
1358,13.374485597
2145,42.424242424
1329,30.579490689
3047,26.739690722
2150,44.398819453
434,24.778610354
2122,15.942825727999999
577,52.23880597
2507,40.086935523
2874,40.389972145
1848,17.287234042999998
762,26.872088857
388,78.017664377
235,29.116962736
2732,50.896669513
1984,5.8230169647
267,34.159517
770,26.507054297
2165,43.975688237
437,26.483819475
673,32.252470955
249,28.540065862
2201,44.976635513999994
1574,11.370908757999999
2142,65.03816793899999
2081,29.101099375
2745,79.95658466
2972,23.050514958
2872,6.8463429921
448,39.37007874
1469,27.933613838000003
716,38.426068245
2514,50.436205016
2742,31.60288549
2048,26.49861056
1901,34.818863035
1168,43.458578542
82,27.160493827
2542,31.367955226
1460,62.12857914600001
1893,42.637862422
1668,22.326674501
2000,15.860428232
475,57.317359643
517,71.146245059
404,47.916202362
384,25.930291295
2552,30.825323169
2152,40.697674419
1633,31.630170315999997
2994,55.543687246000005
688,18.967540086
1240,23.418491484
62,22.370903556
852,39.636570131
2884,38.95184136
2887,26.417334521
1262,18.306994211
223,9.4672960216
2193,41.769323326
373,49.557148882
1824,35.558654349
2730,76.280041797
3102,9.2454671529
2723,48.878504673
3079,15.514425694000002
9,41.122588189
1944,24.827171626
1838,16.244839347
708,38.366336634
255,32.200357782
1617,30.579490689
389,47.545419405
1581,19.392917369
924,39.834024896
2036,17.24137931
2519,19.64849921
1224,2.5225479143
1946,35.69690086
739,29.148102421
40,17.594116767
868,19.924098672
539,44.104410441
2633,33.188742056
1371,24.426350851
1145,69.68362034399999
1031,47.355163728
372,32.829508173
667,35.133717881
357,46.757164404
967,28.605015674
1353,15.023474177999999
1035,48.525569241999996
470,17.804590936
1396,44.837980406999996
2748,38.17966078
1549,67.702110713
1256,25.261860751999997
2094,11.046962085
1555,37.329127234
2714,63.725490196
1250,27.302511831
1699,30.579490689
1252,22.517321016
2915,25.069316081
79,24.478041757
1172,48.98865895
814,16.306954436
1852,22.353714660999998
2220,32.061068702
2757,50.139794967
2105,32.941176471
133,26.978359433
1140,30.002272899
933,10.90494405
928,37.996545769
823,29.229406554
1531,44.841048522
1214,22.175026548
504,51.044083527
3105,18.106508876
2395,30.579490689
1996,38.25136612
2434,49.224116001000006
1958,28.827977316
1384,12.082932857000001
894,44.960474308
828,24.065864471
3057,15.367727772
2523,49.492775898999994
1683,9.0264345583
2699,68.615384615
2683,56.47761194
2635,40.413997043
652,38.581813751
172,79.574160953
38,23.723874141
2996,21.095413199
713,31.130749146
90,30.579490689
3093,11.126564672999999
1205,7.1567451289
2595,58.716707022
2710,67.083086931
1827,31.697009103000003
1155,46.773238603
1324,39.50617284
216,8.876778686
510,51.198257081
1680,28.771760155
499,51.39851781
2601,13.347158616
1856,32.251980385
1388,5.1020408163
1519,29.620090148000003
2386,17.262638717999998
3123,36.926147705
2076,38.397328881
1540,36.969253294
1217,9.3263080781
1416,53.143374038999994
2217,32.548546131
2642,39.871382636999996
1676,8.7201125176
1197,25.139265819000002
1542,51.065393093000004
2539,30.579490689
953,20.780322307
750,39.049235993
234,13.300884542
732,47.846370836
3133,18.357335021
1156,38.139737042
2698,42.416016288
2445,49.207329627
1209,12.722891566
1065,42.03661507
2156,33.964783443
1062,39.422543032
1167,42.240513953000004
1492,12.89009498
2596,35.758133824
884,6.148686417
143,39.754098361
3080,29.00886382
850,21.673690548
717,48.588709677
3019,52.648631136000006
2502,23.313766752
264,7.893852872
75,30.579490689
2492,36.090930396
395,61.687413555
2670,47.018348624
2224,27.220447284000002
2934,41.951961743000005
396,56.908417152
1365,9.6065406234
2623,37.681452876
1903,39.96009858
595,27.72418721
2109,10.254941277999999
1296,14.629049112
1821,28.355186014
872,14.778325123
3048,24.254251464
2326,49.506465682
1548,40.204816992
36,31.873225523
2650,48.293391431
2143,46.004842615
2681,59.549745824
977,21.739130435
1571,32.677165354
1122,43.951369142
2239,9.9547511312
2504,44.360385144
1892,40.579710145
675,34.818277211
728,12.825369338
412,44.630404463
1516,43.376318875
1649,30.579490689
825,27.37680438
616,9.387038348
114,29.826777337
417,32.662985368
1625,30.579490689
3076,23.627453301
89,19.366197183
2082,49.090139653
753,31.978798587
2546,95.54973822
1630,26.567481403000002
11,30.313351499
2444,38.98872982
284,30.579490689
1066,70.98765432100001
1191,27.001270648000002
1440,61.860359336
2936,59.473884865
2935,30.579490689
3000,35.404141617
1568,35.294117647
2427,39.913700108
2702,23.372287145
1687,21.804685688000003
851,13.961218837
2207,60.557218513
895,19.377839112
496,16.165921613
2305,25.575118879
1782,22.418328831
335,33.347324543
515,41.560250755
1348,11.156186613
1015,53.901131626
2943,8.2354029796
2938,33.770361541999996
1781,10.638138251
2569,46.94996573
1785,10.436498046
2070,7.3470081114
356,32.921239061
2987,18.421052632000002
1312,31.948689850999997
1635,30.579490689
550,24.735424886
2388,30.579490689
2479,34.390750074
2521,6.3946748439
2265,28.740787645
1227,3.55833168
2810,16.423357664
957,23.835920177
1773,19.34283943
2141,33.759929391
1008,46.389673255
1092,49.779458096999996
2804,30.579490689
996,42.22972973
1679,22.677395757
153,33.985213451
2917,11.34751773
580,28.679245283
1470,43.771043771
703,16.655562958
1212,18.12415043
896,30.579490689
487,49.498473615
559,25.165562914
1141,30.707070707
1119,48.665089556999995
512,51.493383743
633,20.674582078
2709,54.845456658
1664,15.019762845999999
1012,40.080160321
1931,45.528017241
1150,21.332335329
2940,78.521126761
116,47.161572052
740,20.075647367
2896,12.015825722
1974,22.526636225
1081,49.200492005
1810,4.9964311206
830,19.225634179
119,52.393857272
656,29.348295209
2865,12.604484543
2822,28.843203437
3069,14.765270066
635,46.622665356
369,18.163194381
268,30.579490689
2703,47.037857104
46,44.603336738
991,43.338683788
876,26.863666891
773,41.424802111
1219,15.7731207
1126,52.197802198000005
4,35.600555238
1595,30.579490689
2311,4.5175146264
3008,38.716733503
2491,24.673439768
1077,59.274399591000005
837,18.384131592
681,29.827999129
1715,27.422303473000003
2352,42.874613337
2617,55.451644845
2361,23.525286761
2197,49.769438701999995
1148,29.848459702
574,36.786583717
50,37.891388985
853,20.484708598
1982,33.995104705
1823,42.843691149
833,14.263881814
1115,25.791624106
1166,54.303278688999995
2518,36.820371645
1906,27.501185396
971,25.875190259
2701,60.862555421
399,55.992375506
2559,59.179048099
2368,26.515151515
19,50.897401554
684,24.101292066
35,43.307086614
2964,30.579490689
524,57.124921532
2455,34.638311584
920,31.315240084
1841,8.961645684
1890,25.288485146
537,57.281229125
1705,30.579490689
3068,7.7665827036
245,22.147147147
784,33.578509754
1409,58.160389443999996
2537,36.487470513000005
154,52.027972028
1686,21.237303786
625,33.764367816
2733,28.42377261
3012,49.756437022
1346,17.209588199000002
569,21.186440678
3070,14.867982569
1758,32.530904359000004
1816,43.052619869
2065,20.276575889
127,42.455102181
3118,20.837494175
2006,34.934497817
980,39.867109635
3115,20.046620047
190,14.506427645
1139,42.873367405
992,54.285086032
699,37.416187739
606,27.801179444
180,49.547962898
301,30.579490689
2544,28.46975089
2910,36.56034322
1060,46.076313895
2954,31.942789035
3014,58.779982233
2565,12.318694743
1069,68.742878845
2524,68.035330628
2205,41.715859898000005
1243,34.217362024
16,33.979293868
3121,39.93796045
546,31.178393965
658,44.284243048
2836,32.550693703
2868,21.863612701999998
1504,20.555644773
959,11.895910781
2331,40.184786736
797,6.0868389017
225,11.996238581
2074,21.053198363
1799,45.097227968999995
2485,46.384479718
3101,23.744911805
2277,17.485914125
2085,16.303095072999998
1693,42.644077614000004
2797,33.176248822
1045,24.945770065
469,36.106750392
954,38.924455826
3117,14.584250967000001
2735,23.084025854
639,22.54410062
2913,42.282897231999996
1218,13.903887689000001
1158,41.92472606
1415,39.429417306
2845,44.673539518999995
1527,19.649874955
3058,14.98351813
1300,12.147474604000001
3002,18.537590113
1603,30.579490689
160,52.445492045
1704,26.400515132
956,32.528856243
3052,12.569316080999998
877,16.823687752
1919,24.492962429000002
1884,19.002189553
2200,54.71007513
98,20.896786816
2962,30.695770805
2557,60.352831941000005
253,30.579490689
103,28.484793761
1445,21.052206239
1443,36.960985625999996
1648,22.448979591999997
586,14.955134596
627,36.159600998
1696,30.579490689
2101,25.44890841
2199,45.564304461999996
403,44.465468307
1154,43.080939948
2255,36.714975845
2863,29.849236062
1682,26.970954356999997
2056,34.409020218
2979,21.89114728
452,38.880248834
2301,21.731168355999998
1327,10.893136315
2049,33.061889251
880,20.959290609
3055,15.196078430999998
623,32.206119163
2393,27.072758037
2906,16.200294551
1787,3.7245382857
262,4.7001097553
1634,26.836158192
1438,38.397514149
2198,55.281765588
1969,33.014511873000004
2520,45.927045926999995
1802,41.668749270999996
640,26.148161182
2385,30.579490689
2598,43.62416107399999
2965,45.158869152
1959,24.146114951999998
488,22.139534884
1843,19.602391214
1734,27.573529412
146,45.813586098
1534,18.701870187
1986,41.732851986
1369,20.007082153
2450,46.856742229
3073,24.00990099
2811,23.556016207
659,14.732965009
1794,9.5486111111
2511,30.067324661999997
186,13.061841135
1147,29.740625238000003
608,18.073072422
2191,51.211390516
2799,23.876721608
1930,20.358117454000002
197,17.202950871
2327,47.88213628
293,3.895184136
766,37.558685446
400,46.439628483
122,41.450777202
202,35.648842246
835,18.736988203
2294,36.768130939
1439,48.664471277
1733,9.896990507
1695,27.359781121999998
3065,30.579490689
1707,21.932114883
3050,19.615099926
1153,59.925093633
1661,30.579490689
2432,30.263549731999998
1759,39.50834065
854,9.5087163233
1589,42.441860465
2267,25.976095618000002
641,10.244547257
1,29.594009426
2160,39.950062421999995
698,28.850452185
1636,29.143897996
1291,33.908691656
2991,45.539164307
2489,47.238053485
1520,26.402640264000002
1853,8.2298442736
1136,41.761926536
3035,45.692883895
1631,11.620185923
1998,15.170173186
663,26.014978321
683,28.52962692
1257,21.86204297
317,18.924475303
648,25.140490979
1434,49.342920903
1479,57.367149758000004
709,40.018613309
1282,11.314532636
1768,8.3728603836
972,34.537152345
2675,50.704225351999995
2680,43.52741662
1306,22.294022617
1400,21.697203471999998
1408,39.71318257
2237,40.544437395
1496,22.89679098
2038,13.057671382
1529,42.642924086
1663,19.168839135
1354,12.762078396
3061,12.295950816
3082,19.830871844
1643,25.954198473
1051,32.101372755999996
795,18.304512864
2693,75.610203707
1597,41.589501245
2604,67.577639752
2729,26.14379085
2625,33.744855967
1819,44.583403751999995
1722,17.955112219
1183,20.304568528
2572,34.048257373
1059,54.502923976999995
540,24.349917331
1678,30.579490689
2796,13.583096590999999
3025,41.234887737
2532,18.897230132
1757,43.280182232
1923,25.300204748000002
95,37.790697674
1020,49.21579232
563,30.579490689
2790,25.368731563
863,14.713258652
1484,24.973147154
2939,42.997542998
1881,24.161828058
1038,51.015096304
206,7.4679647196
392,31.679764244
2842,24.691358025
870,27.977639286
397,44.573234984
2814,14.495140832999999
3018,44.286279162
1028,64.02048655600001
2690,64.242424242
1485,20.637898687
2660,23.724792408000003
960,32.342657343
1570,38.4406165
2773,56.637970095
1895,22.560335782
2731,34.077555817
2146,41.800756799
804,13.193925815
1751,30.579490689
2454,40.404970086999995
502,34.401508011
2977,31.615554853000003
779,34.439574202
1863,16.514663431
200,42.854178349
2182,33.919084593
2088,34.193998604
2278,19.89356837
1796,30.579490689
378,14.129836692
2336,34.668319092
418,64.178127046
1698,21.091242549
391,17.80926848
2640,30.579490689
1522,40.371417037
1162,41.847779766
1495,26.402640264000002
2695,30.579490689
2027,19.963702359000003
1152,43.138905982
1367,21.526418786999997
2568,26.931743839
64,32.526671871
2062,26.559674503000004
1180,17.850263259000002
492,45.143331762
379,47.061882475
2235,30.579490689
763,19.835017147
2264,11.073712555
791,28.277634961
1076,40.322580645
878,35.509885536
337,62.58322237
2767,55.30388826
2343,35.211267606
1016,59.991273997
1275,14.631685165999999
455,36.037671621
815,22.664015905
2317,32.534685621
995,37.232960326
1981,14.137776155
201,40.112931179
161,41.293874742
1579,31.774366298
2777,41.031652989
2449,34.722222222
702,13.30811322
1500,42.971595047
1129,28.920686553000003
2613,41.640200438
1021,42.846212701
1585,43.301069791
1955,39.665970772
2253,10.866624583
34,38.258990863
775,18.067740544
2556,46.12664738
1478,36.771728749
3003,46.189376443
1390,25.919117646999997
2139,25.772847189
1363,26.207729469
2945,53.521793128
2612,64.910432034
2824,23.308171103000003
2041,16.819571865
241,20.229776379
2061,27.910549676
2363,57.897545358
600,19.96420212
2435,36.24813154
1297,29.118773945999997
2214,29.954469207
2888,21.774193548000003
2068,21.543985637
646,26.857393081
1528,51.137696458
2879,8.5922582885
1267,9.5339314182
1899,31.010355444
562,30.579490689
3104,36.411784177
2734,37.191564878
3005,39.682539683
189,19.145961063
1806,30.579490689
975,64.079273328
2747,52.45114844
2047,9.390998461
2558,24.895843918
1082,31.21549734
474,22.820442744
2904,18.182970096
747,33.443240697
2300,18.108651911
21,44.529863986
459,35.845213849
1184,19.618055555999998
2324,27.472527473000003
955,27.419354839
1215,19.149878238
2433,34.017234304
2853,21.686746988000003
1515,45.151033386
2391,12.834224599
769,33.644272089
1685,30.579490689
130,29.131985731
2919,18.080769301
2135,70.688464195
1482,60.945709281999996
330,21.587129183
1238,19.632821281
466,59.451659452
2169,35.727717186999996
1638,15.162813820999999
3092,3.6275695283999996
1095,18.261344997000002
1130,64.968152866
1294,36.730470771
860,27.182866557
